"2020/07/30 16:47:38:327" "DEBUG  " "   Seq Log     " "Reached pos --> x: -88.83067, y: -344.2244, z: -6.378994, pitch: -62.132"
"2020/07/30 16:48:41:162" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6329, y: -294.132, z: -6.378971, pitch: -62.131"
"2020/07/30 16:48:41:162" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:48:41:162" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:48:41:177" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.02.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:48:41:177" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:48:41:177" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 2 done"
"2020/07/30 16:48:41:372" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.01.03,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.01.03"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.01.03"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:48:41:372" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:48:41:402" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:48:41:417" "DEBUG  " "   Seq Log     " "Reached pos --> x: -831.6317, y: -293.6225, z: -6.379006, pitch: -62.1305"
"2020/07/30 16:48:41:417" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:48:41:417" "DEBUG  " "   Seq Log     " "XY tray place pos: -127.995, -344.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:48:41:417" "DEBUG  " "   Seq Log     " "Final XYZ tray place pos to be moved --> x: -127.995, y: -344.238, z: -16.078"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Reached pos --> x: -128.7214, y: -344.2286, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9830, pressure -3.2197027497179e-1"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3929, pressure -90.2600177007355"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9902, pressure 9.14029358806147e-1"
"2020/07/30 16:48:42:137" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9853, pressure 2.42622150334171e-1"
"2020/07/30 16:48:42:167" "DEBUG  " "   Seq Log     " "Pick Head 2 down"
"2020/07/30 16:48:42:362" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.994, y: -344.2409, z: -15.471617, pitch: -62.133"
"2020/07/30 16:48:42:872" "DEBUG  " "   Seq Log     " "Unit Count : 17590.0"
"2020/07/30 16:48:42:872" "DEBUG  " "   Seq Log     " "Pick Head 2 purge"
"2020/07/30 16:48:42:947" "DEBUG  " "   Seq Log     " "Shuttle conveyor motors 5 stop"
"2020/07/30 16:48:42:947" "DEBUG  " "   Seq Log     " "***Completed FB_ShuttleDoorToShuttle on iConveyorMotorNo 5 at step Done"
"2020/07/30 16:48:42:962" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 2 purge 7.29239783928952kPa"
"2020/07/30 16:48:42:962" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:48:43:172" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99525, y: -344.2317, z: -6.661085, pitch: -62.1325"
"2020/07/30 16:48:43:172" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 2 purge 8.28424939725943kPa"
"2020/07/30 16:48:43:172" "DEBUG  " "   Seq Log     " "Head 2 purge off"
"2020/07/30 16:48:43:292" "DEBUG  " "   Seq Log     " "Head 1: vacuum on FALSE, analog 9807, pressure -3.37229529709788e-1"
"2020/07/30 16:48:43:292" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 8710, pressure -17.0308542130802"
"2020/07/30 16:48:43:292" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9909, pressure 8.98770104068149e-1"
"2020/07/30 16:48:43:292" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9864, pressure 1.35807367168184e-1"
"2020/07/30 16:48:43:292" "DEBUG  " "   Seq Log     " "Place unit from standby to buffer lane 1 done"
"2020/07/30 16:48:43:307" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.01.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:48:43:307" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:48:43:307" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.01.03,PNB.CELL.B04.HEAD.02,1,0,Gang 0 "
"2020/07/30 16:48:43:307" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:48:43:412" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.LANE.01.TRAY.02.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.02.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.02.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:48:43:412" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:48:43:457" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:48:43:622" "DEBUG  " "   Seq Log     " "Reached pos --> x: -127.99557, y: -334.0944, z: -6.379017, pitch: -62.1325"
"2020/07/30 16:48:43:622" "DEBUG  " "   Seq Log     " "Arm move to buffer 1 pick position"
"2020/07/30 16:48:43:622" "DEBUG  " "   Seq Log     " "XY tray pick pos: -135.995, -304.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
"2020/07/30 16:48:43:622" "DEBUG  " "   Seq Log     " "Final XY tray pick pos to be moved --> x: -135.995, y: -304.238"
"2020/07/30 16:48:43:652" "INFO   " "Cmd from TA[1] " "PNBShutterClose,PNB.CELL.B04.SHUTTER,,,,,"
"2020/07/30 16:48:43:847" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9279, y: -304.797, z: -6.379006, pitch: -62.133"
"2020/07/30 16:48:43:862" "DEBUG  " "   Seq Log     " "Pick Head 1 down, vacuum ON"
"2020/07/30 16:48:43:862" "DEBUG  " "   Seq Log     " "Move Z to buffer 1 pick position"
"2020/07/30 16:48:44:342" "INFO   " " Queuing Event " "PNBShutterCloseCompleted,PNB.CELL.B04.SHUTTER,,,,,"
"2020/07/30 16:48:44:342" "INFO   " "Event to TA[1] " "PNBShutterCloseCompleted,PNB.CELL.B04.SHUTTER,,,,,"
"2020/07/30 16:48:44:657" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9953, y: -304.2389, z: -19.178, pitch: -62.1325"
"2020/07/30 16:48:44:657" "DEBUG  " "   Seq Log     " "Unit Count : 17590.0"
"2020/07/30 16:48:44:657" "DEBUG  " "   Seq Log     " "Z move to standby and pick heads cylinder up"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.9961, y: -304.2386, z: -7.002651, pitch: -62.1325"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3870, pressure -90.9466841639454"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Head 2: vacuum on FALSE, analog 9810, pressure -3.06711020233791e-1"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9897, pressure 1.02084414197213"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9854, pressure 3.64696188238156e-1"
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "Pick unit from buffer lane 1 to standby done"
"2020/07/30 16:48:44:882" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.02.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:48:44:882" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:48:44:897" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.LANE.01.TRAY.02.01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.01,1,0,Gang 0 "
"2020/07/30 16:48:44:897" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:48:47:898" "DEBUG  " "   Seq Log     " "StartStage >>> Move Y, Z and pitch to socket standby position"
"2020/07/30 16:48:47:913" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:48:48:123" "DEBUG  " "   Seq Log     " "Reached pos --> x: -135.993, y: -333.0677, z: -6.379034, pitch: -62.132"
"2020/07/30 16:48:48:123" "DEBUG  " "   Seq Log     " "iStageTC: 1"
"2020/07/30 16:48:48:123" "DEBUG  " "   Seq Log     " "Move X to socket standby position"
"2020/07/30 16:48:48:453" "DEBUG  " "   Seq Log     " "Reached pos --> x: -227.5188, y: -333.6381, z: -6.379, pitch: -62.1325"
"2020/07/30 16:48:48:453" "DEBUG  " "   Seq Log     " "1, Stage completed"
"2020/07/30 16:48:48:453" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:49:10:787" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:49:10:787" "INFO   " "Cmd from TA[2] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.TESTER.B04.01.SOCKET.A01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.01"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:49:10:787" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:49:10:803" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:49:10:817" "DEBUG  " "   Seq Log     " "sSourceTesterNo_Local: 1"
"2020/07/30 16:49:10:817" "DEBUG  " "   Seq Log     " "TIUnumber: 0"
"2020/07/30 16:49:10:817" "DEBUG  " "   Seq Log     " "TIUnumber is 0"
"2020/07/30 16:49:10:817" "DEBUG  " "   Seq Log     " "Move Y & Z to socket 1 standby position"
"2020/07/30 16:49:10:817" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:49:10:847" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.4391, y: -333.6224, z: -6.379011, pitch: -62.1325"
"2020/07/30 16:49:10:847" "DEBUG  " "   Seq Log     " "Move X to socket 1 standby position"
"2020/07/30 16:49:11:177" "DEBUG  " "   Seq Log     " "Reached pos --> x: -141.2182, y: -333.6103, z: -6.379006, pitch: -62.1325"
"2020/07/30 16:49:11:193" "DEBUG  " "   Seq Log     " "Move XY to socket 1 pick position"
"2020/07/30 16:49:11:193" "DEBUG  " "   Seq Log     " "XY socket pick pos: -140.439, -676.774, XY AO: -7.6788e-2, -1.439e-2, X pick offset: 0.0"
"2020/07/30 16:49:11:193" "DEBUG  " "   Seq Log     " "Final XYZ socket pick pos to be moved --> x: -140.362212, y: -676.78839, z: -14.926"
"2020/07/30 16:49:11:643" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3677, y: -676.3344, z: -6.379006, pitch: -62.1355"
"2020/07/30 16:49:11:643" "DEBUG  " "   Seq Log     " "Move Z to socket 1 pick position & Pick Head 2 down, vacuum ON"
"2020/07/30 16:49:12:377" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3619, y: -676.7893, z: -14.925997, pitch: -62.1325"
"2020/07/30 16:49:12:377" "DEBUG  " "   Seq Log     " "Unit Count : 17590.0"
"2020/07/30 16:49:12:377" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick heads up"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.3635, y: -676.7722, z: -6.511523, pitch: -62.132"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Check fail to pick"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3884, pressure -90.7025360881375"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3889, pressure -90.5499435407575"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9889, pressure 1.05136265144813"
"2020/07/30 16:49:12:603" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9846, pressure 4.10473952452151e-1"
"2020/07/30 16:49:12:617" "DEBUG  " "   Seq Log     " "Pick unit from socket 1 to standby done"
"2020/07/30 16:49:12:617" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:49:12:633" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.HEAD.02,0,0,0"
"2020/07/30 16:49:12:633" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:49:12:647" "DEBUG  " "   Seq Log     " "Check thermal head is up"
"2020/07/30 16:49:12:663" "DEBUG  " "   Seq Log     " "sDestTesterNo_Local: 1"
"2020/07/30 16:49:12:663" "DEBUG  " "   Seq Log     " "TIUnumber: 1"
"2020/07/30 16:49:12:663" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:49:12:663" "DEBUG  " "   Seq Log     " "Reached pos --> x: -140.363, y: -676.7888, z: -6.382376, pitch: -62.132"
"2020/07/30 16:49:12:663" "DEBUG  " "   Seq Log     " "Move X to socket 1 standby position"
"2020/07/30 16:49:13:007" "DEBUG  " "   Seq Log     " "Move X and Y to socket 1 place position"
"2020/07/30 16:49:13:007" "DEBUG  " "   Seq Log     " "XY socket place pos: -228.439, -676.774, XY AO: -7.6788e-2, -1.0239e-1, X pick offset: 0.0"
"2020/07/30 16:49:13:007" "DEBUG  " "   Seq Log     " "Final XYZ socket place pos to be moved --> x: -228.362212, y: -676.87639, z: -10.846"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.2963, y: -676.8055, z: -6.378994, pitch: -62.1325"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Check unit drop"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 3868, pressure -90.9772026734214"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 3881, pressure -90.7788323618274"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9900, pressure 1.06662190618613"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9857, pressure 4.10473952452151e-1"
"2020/07/30 16:49:13:053" "DEBUG  " "   Seq Log     " "Move Z to socket 1 place position and pick head 1 down"
"2020/07/30 16:49:13:217" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3724, y: -676.9136, z: -10.273361, pitch: -62.1315"
"2020/07/30 16:49:13:727" "DEBUG  " "   Seq Log     " "Pick Head 1 purge"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "When Drop, Pick Head 1 purge 7.04824976348155kPa"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "PickHead1_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "PickHead2_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "PickHead3_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "PickHead4_VacThreshold_Purge 20.0kPa"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHead1PurgeSwOn TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHead2PurgeSwOn TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHead3PurgeSwOn TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHead4PurgeSwOn TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHeadGotIC TRUE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "bHeadGotIC FALSE"
"2020/07/30 16:49:13:817" "DEBUG  " "   Seq Log     " "Move Z to socket standby and pick head 1 up"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "When Head Up, Pick Head 1 purge 8.58943449201939kPa"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "Pick Head 1 purge off"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.362, y: -676.872, z: -6.472206, pitch: -62.1325"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "bHead1PurgeMonitor FALSE"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "bHead2PurgeMonitor FALSE"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "bHead3PurgeMonitor FALSE"
"2020/07/30 16:49:14:013" "DEBUG  " "   Seq Log     " "bHead4PurgeMonitor FALSE"
"2020/07/30 16:49:14:132" "DEBUG  " "   Seq Log     " "Head 1: vacuum on TRUE, analog 8517, pressure -19.85381633961"
"2020/07/30 16:49:14:132" "DEBUG  " "   Seq Log     " "Head 2: vacuum on TRUE, analog 4295, pressure -84.50727866451"
"2020/07/30 16:49:14:132" "DEBUG  " "   Seq Log     " "Head 3: vacuum on FALSE, analog 9883, pressure 1.3107699819941"
"2020/07/30 16:49:14:132" "DEBUG  " "   Seq Log     " "Head 4: vacuum on FALSE, analog 9837, pressure 5.63066499832132e-1"
"2020/07/30 16:49:14:132" "DEBUG  " "   Seq Log     " "Move Y to socket 1 standby position"
"2020/07/30 16:49:14:642" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3631, y: -294.0819, z: -6.378983, pitch: -62.1305"
"2020/07/30 16:49:14:642" "INFO   " " Queuing Event " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:49:14:642" "DEBUG  " "   Seq Log     " "----------Buffered PickAndPlace Completed----------"
"2020/07/30 16:49:14:642" "INFO   " "Event to TA[1] " "PickAndPlaceCompleted,PNB.CELL.B04.STANDBY.01,PNB.TESTER.B04.01.SOCKET.A01,PNB.CELL.B04.HEAD.01,1,0,0Gang 0 "
"2020/07/30 16:49:14:642" "MESSAGE" "5.2.IR10       " "Pick And Place: Idle"
"2020/07/30 16:49:14:642" "DEBUG  " "   Seq Log     " "Place unit from standby to socket 1 done"
"2020/07/30 16:49:14:837" "INFO   " "Cmd from TA[1] " "PickAndPlace,PNB.CELL.B04.STANDBY.01,PNB.CELL.B04.LANE.01.TRAY.02.01,PNB.CELL.B04.HEAD.02,1,0,"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " "PicknPlace buffer queue count 1 added: "
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.LANE.01.TRAY.02.01"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " +PNB.CELL.B04.HEAD.02"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " +Retry: FALSE"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " "Processing one PickAndPlace buffer from total 1 queue: "
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.STANDBY.01"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.LANE.01.TRAY.02.01"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " -PNB.CELL.B04.HEAD.02"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " " -Retry: FALSE"
"2020/07/30 16:49:14:837" "DEBUG  " "   Seq Log     " "--------Buffered PicknPlace Started with retry FALSE--------"
"2020/07/30 16:49:14:867" "MESSAGE" "5.2.IR10       " "Pick And Place: Running"
"2020/07/30 16:49:14:882" "DEBUG  " "   Seq Log     " "Reached pos --> x: -228.3621, y: -293.6217, z: -6.379, pitch: -62.1305"
"2020/07/30 16:49:14:897" "DEBUG  " "   Seq Log     " "Move XY to buffer 1 place position"
"2020/07/30 16:49:14:897" "DEBUG  " "   Seq Log     " "XY tray place pos: -47.995, -304.238, XY AO: 0.0, 0.0, X pick offset: 0.0"
